61527186, 31922214
77866021, 40194087
73179396, 56882301
77726954, 31614201
81045593, 16904216
9951474, 4425711
40042565, 34356013
22971011, 10327709
45935905, 31104670
18948371, 11729710
16079601, 4381160
28599237, 9832969
14216746, 8782115
25162922, 7516449
13584917, 6980472
9888104, 4266119
16025531, 8989281
21280386, 16138387
15584208, 4358227
28205420, 19249014
15872969, 9817410
18554627, 7869347
32243454, 11640251
49212320, 14230472
16566838, 6726617
14077770, 4557938
14295500, 8383214
17985410, 12339683
22964695, 6827951
43116499, 34977476
52353705, 16205004
14793124, 5228119
15285478, 6716495
9769573, 4283325
38370230, 18726086
34899586, 23456881
13656823, 7940647
59608968, 14423031
36938657, 17334966
39393189, 29635364
45546740, 6766556
10093965, 4275071
26404912, 7073123
52192794, 21785422
52224270, 23944451
57957567, 17104014
9935817, 4273423
24383293, 10831578
49138725, 43217425
54220882, 39661235
56283928, 11902396
23982960, 11968070
59981793, 12139772
66664278, 48031034
83401034, 58721154
97444935, 72967097
117952037, 43324476
54167391, 12422042
12123843, 4224133
45625100, 17461130
58668135, 25533060
75241528, 62470229
64704071, 56406184
9959807, 4514364
33004334, 7528435
36231914, 26790080
58808772, 46966808
36583059, 24039536
14768177, 7811329
82276593, 43435466
86155031, 66114225
98748176, 52786623
105205362, 40618385
10162513, 4485868
67067679, 58685068
55936979, 26468982
80357351, 60191937
22936982, 17117749
56048731, 44121366
66538635, 12921948
70196735, 40110737
43073233, 26122102
45037319, 19773806
9542803, 4118226
52674491, 22793336
55464807, 27753431
66175742, 40657160
66098720, 45349710
13789055, 5085552
55415561, 48834834
39969745, 23323312
62723340, 48634584
58260331, 49561192
48775130, 8757423
10108658, 4365483
52589473, 25909519
49850617, 41206442
51432576, 29992589
56125164, 13261672
13880392, 4212356
32454786, 9405727
58368763, 38894899
66573469, 29238240
38972308, 4355456
11731314, 5581670
11127838, 5481626
35698762, 7654191
38665569, 26073126
52887251, 42671188
9445010, 4234502
10411536, 4491085
39817094, 25177909
48041561, 17540373
78327502, 39956678
47384009, 26144113
45485584, 4606306
17847418, 8311804
56558442, 47171951
53757619, 48214346
44913532, 14533324
9641190, 4214945
21401301, 8334913
42960412, 21902378
63723395, 46908084
69492564, 32586269
11293691, 5737162
15235663, 7873596
36599415, 30773112
32747092, 6335999
44268380, 22060090
31085175, 6479245
10247872, 4276699
31956136, 7391159
48513268, 25833161
23795238, 17519478
37549273, 4758506
10519319, 4546721
14234097, 8189047
15811389, 9724311
25868730, 18968497
36306989, 26624278
9582573, 4404159
25944493, 10268872
10683799, 4126638
47562252, 21975821
45354815, 24104436
47039788, 17982859
10265559, 4524317
14436662, 4459913
22142299, 4330272
31019926, 14414210
37291047, 25918308
11496095, 5471802
10594836, 4113678
9882184, 4220125
23272209, 16280402
33030698, 27340171
19433360, 10771530
26019939, 16096398
12273585, 4296916
9525494, 4348410
34784621, 16343204
20676709, 7596861
11018548, 5349701
16906566, 5918201
15730851, 5415539
18370313, 11838389
25957247, 8186483
34272244, 16395648
12334804, 4197416
29420622, 24004563
29292291, 11875731
12281500, 4401610
17558890, 7927778
12727231, 4259034
29656824, 22481966
39788018, 9412646
13402401, 4154989
19246316, 7871607
30720832, 8833989
28440283, 7058949
39382165, 33785002
41930207, 20592248
14590556, 7630933
10336743, 4601965
35901724, 21650327
44001477, 21537969
13860784, 5079471
14115432, 4484325
57611858, 5058016
10311549, 4486718
23665249, 18470395
36843033, 24050694
19421826, 8329317
10438321, 4438417
10969281, 5543090
33448044, 21020316
47201101, 30996814
64167683, 35322916
20656369, 4794715
16295974, 6457624
10886934, 4613580
10305996, 4505770
15713103, 10584806
40346443, 13452481
14919861, 5125841
19427690, 12578905
29838849, 8217561
24144370, 7192886
35142828, 19592419
16017962, 4516670
15221873, 7710835
11423484, 4532806
31187818, 8909125
41421810, 13456699
15444280, 5659104
14376990, 8284433
9969334, 4527621
13748815, 4243935
17836633, 8152950
32510876, 14310947
16248990, 8801063
11454626, 5291070
25232173, 5559459
23891852, 14083022
28199128, 9614478
24555275, 7996428
50204130, 26380176
67596723, 16317222
14020674, 8080526
10994206, 4440316
9698512, 4204232
23296376, 10559973
67622044, 14412385
45945265, 26716779
69523619, 6520852
14725234, 7857035
14146831, 8311734
26706255, 14141302
33779314, 20337297
29780760, 24306722
16031722, 4411980
13152985, 6403142
12702019, 4608401
13559805, 8364403
22574112, 12640337
9587727, 4141512
14703213, 5205382
9544548, 4189221
30028358, 4468524
25640512, 11473900
10405619, 4647890
28615562, 21804879
66063206, 5055212
18040536, 12567990
18420945, 11599313
14729219, 5775041
10136582, 4616683
16602667, 7572481
23205381, 9713047
11772813, 4196924
10145645, 4515738
31318846, 15395072
40502862, 11589177
25013733, 10574880
23156556, 13243092
28257780, 13981665
38838739, 20411930
29086088, 8417203
22410620, 10115997
15478517, 9351711
10450177, 4310381
10028124, 4737022
31386523, 21451506
37086684, 19667104
9880711, 4220283
17371177, 9395574
27708619, 9007801
29707829, 20379695
33265267, 15231169
10381994, 4841697
15263187, 4995136
12510194, 4584711
30185812, 12409160
26635676, 5689076
10767399, 4304353
9681808, 4240434
31518524, 4833735
10668065, 4201161
27504548, 12622936
9227399, 4160489
20586650, 9840111
46467506, 5188135
10717914, 4837037
9466828, 4204849
17589736, 12138544
11448185, 4188942
24588929, 9466953
9993530, 4216221
14276978, 8402616
15181567, 9934905
10860661, 4248920
29021209, 7827993
18075230, 7342324
19098042, 8020361
15031695, 8099994
11993865, 4457948
26099002, 16946648
31047450, 13719499
20247973, 4131384
20624476, 8167565
14172069, 4230230
41640717, 16346010
31811475, 9131638
22292337, 13518965
111601379, 23104238
12474950, 4411446
29490512, 12564266
30529981, 9181574
19803997, 13211268
28889635, 11928228
9618489, 4291447
24004210, 14697429
31795877, 16767934
9881113, 4458126
23783445, 7994381
10041433, 4370363
9783134, 4203862
24514431, 18421163
12146654, 4291400
27490622, 10200602
9753271, 4467068
10139865, 4571498
24155927, 10563961
15924100, 5575490
30275022, 24082112
50719494, 4638904
10043892, 4221300
27218907, 8560062
13276238, 5668990
9815798, 4166704
25648393, 12999917
34826447, 6658320
22808753, 8780155
11640281, 4357454
12594425, 4404721
23365657, 8247265
20793193, 6548177
28897645, 11846407
11142205, 4299399
10412312, 4366249
17860870, 7930867
25840055, 7961818
29576677, 14244415
